date,wm_yr_wk,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,OT
2011-05-19 00:00:00,11116,6,5,2011,0,0,0,0,0,0,0,0
2011-05-20 00:00:00,11116,7,5,2011,0,0,0,0,0,0,0,0
2011-05-21 00:00:00,11117,1,5,2011,0,0,0,0,0,0,0,0
2011-05-22 00:00:00,11117,2,5,2011,0,0,0,0,0,0,0,0
2011-05-23 00:00:00,11117,3,5,2011,0,0,0,0,0,0,0,0
2011-05-24 00:00:00,11117,4,5,2011,0,0,0,0,0,0,0,0
2011-05-25 00:00:00,11117,5,5,2011,0,0,0,0,0,0,0,0
2011-05-26 00:00:00,11117,6,5,2011,0,0,0,0,0,0,0,0
2011-05-27 00:00:00,11117,7,5,2011,0,0,0,0,0,0,0,0
2011-05-28 00:00:00,11118,1,5,2011,0,0,0,0,0,0,0,0
2011-05-29 00:00:00,11118,2,5,2011,0,0,0,0,0,0,0,0
2011-05-30 00:00:00,11118,3,5,2011,15,2,0,0,0,0,0,0
2011-05-31 00:00:00,11118,4,5,2011,18,4,0,0,0,0,0,0
2011-06-01 00:00:00,11118,5,6,2011,0,0,0,0,1,1,0,0
2011-06-02 00:00:00,11118,6,6,2011,0,0,0,0,1,0,1,0
2011-06-03 00:00:00,11118,7,6,2011,0,0,0,0,1,1,1,0
2011-06-04 00:00:00,11119,1,6,2011,0,0,0,0,1,0,0,0
2011-06-05 00:00:00,11119,2,6,2011,0,0,0,0,1,1,1,0
2011-06-06 00:00:00,11119,3,6,2011,0,0,0,0,1,1,1,0
2011-06-07 00:00:00,11119,4,6,2011,0,0,0,0,1,1,0,0
2011-06-08 00:00:00,11119,5,6,2011,0,0,0,0,1,0,1,0
2011-06-09 00:00:00,11119,6,6,2011,0,0,0,0,1,1,1,0
2011-06-10 00:00:00,11119,7,6,2011,0,0,0,0,1,0,0,0
2011-06-11 00:00:00,11120,1,6,2011,0,0,0,0,0,1,1,0
2011-06-12 00:00:00,11120,2,6,2011,17,4,0,0,0,1,1,0
2011-06-13 00:00:00,11120,3,6,2011,0,0,0,0,0,1,0,0
2011-06-14 00:00:00,11120,4,6,2011,0,0,0,0,0,0,1,0
2011-06-15 00:00:00,11120,5,6,2011,0,0,0,0,0,1,1,0
2011-06-16 00:00:00,11120,6,6,2011,0,0,0,0,0,0,0,0
2011-06-17 00:00:00,11120,7,6,2011,0,0,0,0,0,0,0,0
2011-06-18 00:00:00,11121,1,6,2011,0,0,0,0,0,0,0,0
2011-06-19 00:00:00,11121,2,6,2011,8,1,0,0,0,0,0,0
2011-06-20 00:00:00,11121,3,6,2011,0,0,0,0,0,0,0,0
2011-06-21 00:00:00,11121,4,6,2011,0,0,0,0,0,0,0,0
2011-06-22 00:00:00,11121,5,6,2011,0,0,0,0,0,0,0,0
2011-06-23 00:00:00,11121,6,6,2011,0,0,0,0,0,0,0,0
2011-06-24 00:00:00,11121,7,6,2011,0,0,0,0,0,0,0,0
2011-06-25 00:00:00,11122,1,6,2011,0,0,0,0,0,0,0,0
2011-06-26 00:00:00,11122,2,6,2011,0,0,0,0,0,0,0,0
2011-06-27 00:00:00,11122,3,6,2011,0,0,0,0,0,0,0,0
2011-06-28 00:00:00,11122,4,6,2011,0,0,0,0,0,0,0,0
2011-06-29 00:00:00,11122,5,6,2011,0,0,0,0,0,0,0,0
2011-06-30 00:00:00,11122,6,6,2011,0,0,0,0,0,0,0,0
2011-07-01 00:00:00,11122,7,7,2011,0,0,0,0,1,1,0,0
2011-07-02 00:00:00,11123,1,7,2011,0,0,0,0,1,0,1,0
2011-07-03 00:00:00,11123,2,7,2011,0,0,0,0,1,1,1,0
2011-07-04 00:00:00,11123,3,7,2011,10,2,0,0,1,0,0,0
2011-07-05 00:00:00,11123,4,7,2011,0,0,0,0,1,1,1,0
2011-07-06 00:00:00,11123,5,7,2011,0,0,0,0,1,1,1,0
2011-07-07 00:00:00,11123,6,7,2011,0,0,0,0,1,1,0,0
2011-07-08 00:00:00,11123,7,7,2011,0,0,0,0,1,0,1,0
2011-07-09 00:00:00,11124,1,7,2011,0,0,0,0,1,1,1,0
2011-07-10 00:00:00,11124,2,7,2011,0,0,0,0,1,0,0,0
2011-07-11 00:00:00,11124,3,7,2011,0,0,0,0,0,1,1,0
2011-07-12 00:00:00,11124,4,7,2011,0,0,0,0,0,1,1,0
2011-07-13 00:00:00,11124,5,7,2011,0,0,0,0,0,1,0,0
2011-07-14 00:00:00,11124,6,7,2011,0,0,0,0,0,0,1,0
2011-07-15 00:00:00,11124,7,7,2011,0,0,0,0,0,1,1,0
2011-07-16 00:00:00,11125,1,7,2011,0,0,0,0,0,0,0,0
2011-07-17 00:00:00,11125,2,7,2011,0,0,0,0,0,0,0,0
2011-07-18 00:00:00,11125,3,7,2011,0,0,0,0,0,0,0,0
2011-07-19 00:00:00,11125,4,7,2011,0,0,0,0,0,0,0,0
2011-07-20 00:00:00,11125,5,7,2011,0,0,0,0,0,0,0,0
2011-07-21 00:00:00,11125,6,7,2011,0,0,0,0,0,0,0,0
2011-07-22 00:00:00,11125,7,7,2011,0,0,0,0,0,0,0,0
2011-07-23 00:00:00,11126,1,7,2011,0,0,0,0,0,0,0,0
2011-07-24 00:00:00,11126,2,7,2011,0,0,0,0,0,0,0,0
2011-07-25 00:00:00,11126,3,7,2011,0,0,0,0,0,0,0,0
2011-07-26 00:00:00,11126,4,7,2011,0,0,0,0,0,0,0,0
2011-07-27 00:00:00,11126,5,7,2011,0,0,0,0,0,0,0,0
2011-07-28 00:00:00,11126,6,7,2011,0,0,0,0,0,0,0,0
2011-07-29 00:00:00,11126,7,7,2011,0,0,0,0,0,0,0,0
2011-07-30 00:00:00,11127,1,7,2011,0,0,0,0,0,0,0,0
2011-07-31 00:00:00,11127,2,7,2011,0,0,0,0,0,0,0,0
2011-08-01 00:00:00,11127,3,8,2011,25,3,0,0,1,1,0,0
2011-08-02 00:00:00,11127,4,8,2011,0,0,0,0,1,0,1,0
2011-08-03 00:00:00,11127,5,8,2011,0,0,0,0,1,1,1,0
2011-08-04 00:00:00,11127,6,8,2011,0,0,0,0,1,0,0,0
2011-08-05 00:00:00,11127,7,8,2011,0,0,0,0,1,1,1,0
2011-08-06 00:00:00,11128,1,8,2011,0,0,0,0,1,1,1,0
2011-08-07 00:00:00,11128,2,8,2011,0,0,0,0,1,1,0,0
2011-08-08 00:00:00,11128,3,8,2011,0,0,0,0,1,0,1,0
2011-08-09 00:00:00,11128,4,8,2011,0,0,0,0,1,1,1,0
2011-08-10 00:00:00,11128,5,8,2011,0,0,0,0,1,0,0,12
2011-08-11 00:00:00,11128,6,8,2011,0,0,0,0,0,1,1,36
2011-08-12 00:00:00,11128,7,8,2011,0,0,0,0,0,1,1,79
2011-08-13 00:00:00,11129,1,8,2011,0,0,0,0,0,1,0,75
2011-08-14 00:00:00,11129,2,8,2011,0,0,0,0,0,0,1,69
2011-08-15 00:00:00,11129,3,8,2011,0,0,0,0,0,1,1,41
2011-08-16 00:00:00,11129,4,8,2011,0,0,0,0,0,0,0,38
2011-08-17 00:00:00,11129,5,8,2011,0,0,0,0,0,0,0,31
2011-08-18 00:00:00,11129,6,8,2011,0,0,0,0,0,0,0,28
2011-08-19 00:00:00,11129,7,8,2011,0,0,0,0,0,0,0,34
2011-08-20 00:00:00,11130,1,8,2011,0,0,0,0,0,0,0,32
2011-08-21 00:00:00,11130,2,8,2011,0,0,0,0,0,0,0,40
2011-08-22 00:00:00,11130,3,8,2011,0,0,0,0,0,0,0,25
2011-08-23 00:00:00,11130,4,8,2011,0,0,0,0,0,0,0,27
2011-08-24 00:00:00,11130,5,8,2011,0,0,0,0,0,0,0,23
2011-08-25 00:00:00,11130,6,8,2011,0,0,0,0,0,0,0,28
2011-08-26 00:00:00,11130,7,8,2011,0,0,0,0,0,0,0,32
2011-08-27 00:00:00,11131,1,8,2011,0,0,0,0,0,0,0,55
2011-08-28 00:00:00,11131,2,8,2011,0,0,0,0,0,0,0,49
2011-08-29 00:00:00,11131,3,8,2011,0,0,0,0,0,0,0,29
2011-08-30 00:00:00,11131,4,8,2011,0,0,0,0,0,0,0,24
2011-08-31 00:00:00,11131,5,8,2011,6,3,0,0,0,0,0,24
2011-09-01 00:00:00,11131,6,9,2011,0,0,0,0,1,1,0,30
2011-09-02 00:00:00,11131,7,9,2011,0,0,0,0,1,0,1,23
2011-09-03 00:00:00,11132,1,9,2011,0,0,0,0,1,1,1,24
2011-09-04 00:00:00,11132,2,9,2011,0,0,0,0,1,0,0,29
2011-09-05 00:00:00,11132,3,9,2011,11,2,0,0,1,1,1,47
2011-09-06 00:00:00,11132,4,9,2011,0,0,0,0,1,1,1,35
2011-09-07 00:00:00,11132,5,9,2011,0,0,0,0,1,1,0,16
2011-09-08 00:00:00,11132,6,9,2011,0,0,0,0,1,0,1,10
2011-09-09 00:00:00,11132,7,9,2011,0,0,0,0,1,1,1,42
2011-09-10 00:00:00,11133,1,9,2011,0,0,0,0,1,0,0,40
2011-09-11 00:00:00,11133,2,9,2011,0,0,0,0,0,1,1,29
2011-09-12 00:00:00,11133,3,9,2011,0,0,0,0,0,1,1,25
2011-09-13 00:00:00,11133,4,9,2011,0,0,0,0,0,1,0,28
2011-09-14 00:00:00,11133,5,9,2011,0,0,0,0,0,0,1,23
2011-09-15 00:00:00,11133,6,9,2011,0,0,0,0,0,1,1,22
2011-09-16 00:00:00,11133,7,9,2011,0,0,0,0,0,0,0,34
2011-09-17 00:00:00,11134,1,9,2011,0,0,0,0,0,0,0,53
2011-09-18 00:00:00,11134,2,9,2011,0,0,0,0,0,0,0,41
2011-09-19 00:00:00,11134,3,9,2011,0,0,0,0,0,0,0,23
2011-09-20 00:00:00,11134,4,9,2011,0,0,0,0,0,0,0,19
2011-09-21 00:00:00,11134,5,9,2011,0,0,0,0,0,0,0,16
2011-09-22 00:00:00,11134,6,9,2011,0,0,0,0,0,0,0,26
2011-09-23 00:00:00,11134,7,9,2011,0,0,0,0,0,0,0,36
2011-09-24 00:00:00,11135,1,9,2011,0,0,0,0,0,0,0,38
2011-09-25 00:00:00,11135,2,9,2011,0,0,0,0,0,0,0,37
2011-09-26 00:00:00,11135,3,9,2011,0,0,0,0,0,0,0,17
2011-09-27 00:00:00,11135,4,9,2011,0,0,0,0,0,0,0,35
2011-09-28 00:00:00,11135,5,9,2011,0,0,0,0,0,0,0,24
2011-09-29 00:00:00,11135,6,9,2011,0,0,0,0,0,0,0,37
2011-09-30 00:00:00,11135,7,9,2011,0,0,0,0,0,0,0,34
2011-10-01 00:00:00,11136,1,10,2011,0,0,0,0,1,1,0,40
2011-10-02 00:00:00,11136,2,10,2011,0,0,0,0,1,0,1,36
2011-10-03 00:00:00,11136,3,10,2011,0,0,0,0,1,1,1,40
2011-10-04 00:00:00,11136,4,10,2011,0,0,0,0,1,0,0,17
2011-10-05 00:00:00,11136,5,10,2011,0,0,0,0,1,1,1,24
2011-10-06 00:00:00,11136,6,10,2011,0,0,0,0,1,1,1,25
2011-10-07 00:00:00,11136,7,10,2011,0,0,0,0,1,1,0,33
2011-10-08 00:00:00,11137,1,10,2011,0,0,0,0,1,0,1,23
2011-10-09 00:00:00,11137,2,10,2011,0,0,0,0,1,1,1,38
2011-10-10 00:00:00,11137,3,10,2011,4,2,0,0,1,0,0,41
2011-10-11 00:00:00,11137,4,10,2011,0,0,0,0,0,1,1,23
2011-10-12 00:00:00,11137,5,10,2011,0,0,0,0,0,1,1,34
2011-10-13 00:00:00,11137,6,10,2011,0,0,0,0,0,1,0,27
2011-10-14 00:00:00,11137,7,10,2011,0,0,0,0,0,0,1,29
2011-10-15 00:00:00,11138,1,10,2011,0,0,0,0,0,1,1,53
2011-10-16 00:00:00,11138,2,10,2011,0,0,0,0,0,0,0,35
2011-10-17 00:00:00,11138,3,10,2011,0,0,0,0,0,0,0,29
2011-10-18 00:00:00,11138,4,10,2011,0,0,0,0,0,0,0,32
2011-10-19 00:00:00,11138,5,10,2011,0,0,0,0,0,0,0,24
2011-10-20 00:00:00,11138,6,10,2011,0,0,0,0,0,0,0,33
2011-10-21 00:00:00,11138,7,10,2011,0,0,0,0,0,0,0,32
2011-10-22 00:00:00,11139,1,10,2011,0,0,0,0,0,0,0,0
2011-10-23 00:00:00,11139,2,10,2011,0,0,0,0,0,0,0,41
2011-10-24 00:00:00,11139,3,10,2011,0,0,0,0,0,0,0,26
2011-10-25 00:00:00,11139,4,10,2011,0,0,0,0,0,0,0,15
2011-10-26 00:00:00,11139,5,10,2011,0,0,0,0,0,0,0,28
2011-10-27 00:00:00,11139,6,10,2011,0,0,0,0,0,0,0,22
2011-10-28 00:00:00,11139,7,10,2011,0,0,0,0,0,0,0,25
2011-10-29 00:00:00,11140,1,10,2011,0,0,0,0,0,0,0,36
2011-10-30 00:00:00,11140,2,10,2011,0,0,0,0,0,0,0,43
2011-10-31 00:00:00,11140,3,10,2011,9,1,0,0,0,0,0,27
2011-11-01 00:00:00,11140,4,11,2011,0,0,0,0,1,1,0,34
2011-11-02 00:00:00,11140,5,11,2011,0,0,0,0,1,0,1,16
2011-11-03 00:00:00,11140,6,11,2011,0,0,0,0,1,1,1,28
2011-11-04 00:00:00,11140,7,11,2011,0,0,0,0,1,0,0,37
2011-11-05 00:00:00,11141,1,11,2011,0,0,0,0,1,1,1,48
2011-11-06 00:00:00,11141,2,11,2011,0,0,0,0,1,1,1,41
2011-11-07 00:00:00,11141,3,11,2011,7,3,0,0,1,1,0,30
2011-11-08 00:00:00,11141,4,11,2011,0,0,0,0,1,0,1,20
2011-11-09 00:00:00,11141,5,11,2011,0,0,0,0,1,1,1,32
2011-11-10 00:00:00,11141,6,11,2011,0,0,0,0,1,0,0,25
2011-11-11 00:00:00,11141,7,11,2011,30,2,0,0,0,1,1,26
2011-11-12 00:00:00,11142,1,11,2011,0,0,0,0,0,1,1,51
2011-11-13 00:00:00,11142,2,11,2011,0,0,0,0,0,1,0,45
2011-11-14 00:00:00,11142,3,11,2011,0,0,0,0,0,0,1,12
2011-11-15 00:00:00,11142,4,11,2011,0,0,0,0,0,1,1,16
2011-11-16 00:00:00,11142,5,11,2011,0,0,0,0,0,0,0,28
2011-11-17 00:00:00,11142,6,11,2011,0,0,0,0,0,0,0,18
2011-11-18 00:00:00,11142,7,11,2011,0,0,0,0,0,0,0,37
2011-11-19 00:00:00,11143,1,11,2011,0,0,0,0,0,0,0,33
2011-11-20 00:00:00,11143,2,11,2011,0,0,0,0,0,0,0,32
2011-11-21 00:00:00,11143,3,11,2011,0,0,0,0,0,0,0,47
2011-11-22 00:00:00,11143,4,11,2011,0,0,0,0,0,0,0,42
2011-11-23 00:00:00,11143,5,11,2011,0,0,0,0,0,0,0,79
2011-11-24 00:00:00,11143,6,11,2011,28,2,0,0,0,0,0,60
2011-11-25 00:00:00,11143,7,11,2011,0,0,0,0,0,0,0,21
2011-11-26 00:00:00,11144,1,11,2011,0,0,0,0,0,0,0,23
2011-11-27 00:00:00,11144,2,11,2011,0,0,0,0,0,0,0,37
2011-11-28 00:00:00,11144,3,11,2011,0,0,0,0,0,0,0,27
2011-11-29 00:00:00,11144,4,11,2011,0,0,0,0,0,0,0,16
2011-11-30 00:00:00,11144,5,11,2011,0,0,0,0,0,0,0,16
2011-12-01 00:00:00,11144,6,12,2011,0,0,0,0,1,1,0,44
2011-12-02 00:00:00,11144,7,12,2011,0,0,0,0,1,0,1,19
2011-12-03 00:00:00,11145,1,12,2011,0,0,0,0,1,1,1,27
2011-12-04 00:00:00,11145,2,12,2011,0,0,0,0,1,0,0,20
2011-12-05 00:00:00,11145,3,12,2011,0,0,0,0,1,1,1,25
2011-12-06 00:00:00,11145,4,12,2011,0,0,0,0,1,1,1,31
2011-12-07 00:00:00,11145,5,12,2011,0,0,0,0,1,1,0,25
2011-12-08 00:00:00,11145,6,12,2011,0,0,0,0,1,0,1,17
2011-12-09 00:00:00,11145,7,12,2011,0,0,0,0,1,1,1,29
2011-12-10 00:00:00,11146,1,12,2011,0,0,0,0,1,0,0,21
2011-12-11 00:00:00,11146,2,12,2011,0,0,0,0,0,1,1,46
2011-12-12 00:00:00,11146,3,12,2011,0,0,0,0,0,1,1,32
2011-12-13 00:00:00,11146,4,12,2011,0,0,0,0,0,1,0,33
2011-12-14 00:00:00,11146,5,12,2011,0,0,0,0,0,0,1,42
2011-12-15 00:00:00,11146,6,12,2011,0,0,0,0,0,1,1,34
2011-12-16 00:00:00,11146,7,12,2011,0,0,0,0,0,0,0,21
2011-12-17 00:00:00,11147,1,12,2011,0,0,0,0,0,0,0,31
2011-12-18 00:00:00,11147,2,12,2011,0,0,0,0,0,0,0,37
2011-12-19 00:00:00,11147,3,12,2011,0,0,0,0,0,0,0,37
2011-12-20 00:00:00,11147,4,12,2011,0,0,0,0,0,0,0,31
2011-12-21 00:00:00,11147,5,12,2011,0,0,0,0,0,0,0,26
2011-12-22 00:00:00,11147,6,12,2011,0,0,0,0,0,0,0,26
2011-12-23 00:00:00,11147,7,12,2011,0,0,0,0,0,0,0,54
2011-12-24 00:00:00,11148,1,12,2011,0,0,0,0,0,0,0,82
2011-12-25 00:00:00,11148,2,12,2011,2,2,0,0,0,0,0,0
2011-12-26 00:00:00,11148,3,12,2011,0,0,0,0,0,0,0,29
2011-12-27 00:00:00,11148,4,12,2011,0,0,0,0,0,0,0,19
2011-12-28 00:00:00,11148,5,12,2011,1,3,0,0,0,0,0,20
2011-12-29 00:00:00,11148,6,12,2011,0,0,0,0,0,0,0,25
2011-12-30 00:00:00,11148,7,12,2011,0,0,0,0,0,0,0,32
2011-12-31 00:00:00,11149,1,12,2011,0,0,0,0,0,0,0,33
2012-01-01 00:00:00,11149,2,1,2012,19,2,0,0,1,1,0,25
2012-01-02 00:00:00,11149,3,1,2012,0,0,0,0,1,0,1,12
2012-01-03 00:00:00,11149,4,1,2012,0,0,0,0,1,1,1,24
2012-01-04 00:00:00,11149,5,1,2012,0,0,0,0,1,0,0,27
2012-01-05 00:00:00,11149,6,1,2012,0,0,0,0,1,1,1,29
2012-01-06 00:00:00,11149,7,1,2012,0,0,0,0,1,1,1,32
2012-01-07 00:00:00,11150,1,1,2012,20,3,0,0,1,1,0,41
2012-01-08 00:00:00,11150,2,1,2012,0,0,0,0,1,0,1,23
2012-01-09 00:00:00,11150,3,1,2012,0,0,0,0,1,1,1,28
2012-01-10 00:00:00,11150,4,1,2012,0,0,0,0,1,0,0,24
2012-01-11 00:00:00,11150,5,1,2012,0,0,0,0,0,1,1,22
2012-01-12 00:00:00,11150,6,1,2012,0,0,0,0,0,1,1,41
2012-01-13 00:00:00,11150,7,1,2012,0,0,0,0,0,1,0,37
2012-01-14 00:00:00,11151,1,1,2012,0,0,0,0,0,0,1,31
2012-01-15 00:00:00,11151,2,1,2012,0,0,0,0,0,1,1,31
2012-01-16 00:00:00,11151,3,1,2012,14,2,0,0,0,0,0,18
2012-01-17 00:00:00,11151,4,1,2012,0,0,0,0,0,0,0,21
2012-01-18 00:00:00,11151,5,1,2012,0,0,0,0,0,0,0,25
